"Symbol","Date","Expiry","Option Type","Strike Price","Open","High","Low","Close","LTP","Settle Price","No. of contracts","Turnover in Lacs","Premium Turnover in Lacs","Open Int","Change in OI","Underlying Value"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19100","0","0","0","2998.3","0","2868.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19200","0","0","0","4071.8","0","2818.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19300","0","0","0","4005.75","0","2769.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19400","0","0","0","3940.4","0","2720.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19500","0","0","0","3874.9","0","2672.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19600","0","0","0","3811.05","0","2625.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19700","0","0","0","3747.9","0","2579.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19800","0","0","0","3685.45","0","2533.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","19900","0","0","0","3623.75","0","2488.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","20000","0","0","0","3562.75","0","2443.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","22600","0","0","0","2206.65","0","1497.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","22700","0","0","0","2141.4","0","1468.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","22800","0","0","0","2077.35","0","1439.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","22900","0","0","0","2014.45","0","1411.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23000","0","0","0","1952.8","0","1384.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23100","0","0","0","1892.3","0","1357.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23200","0","0","0","1833","0","1330.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23300","0","0","0","1774.9","0","1304.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23400","0","0","0","1718.05","0","1278.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23500","0","0","0","3366.3","0","1253.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23600","0","0","0","3282.05","0","1228.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23700","0","0","0","3198.65","0","1204.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23800","0","0","0","3116.15","0","1180.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","23900","0","0","0","3034.55","0","1157.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24000","0","0","0","2953.95","0","1134.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24100","0","0","0","2874.3","0","1111.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24200","0","0","0","2795.65","0","1089.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24300","0","0","0","2718","0","1067.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24400","0","0","0","2641.45","0","1046","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24500","0","0","0","2565.95","0","1025","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24600","0","0","0","2492.55","0","1004.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24700","0","0","0","2419.15","0","984.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24800","0","0","0","3360.65","0","964.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","24900","0","0","0","3273.15","0","944.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","25000","0","0","0","3186.4","0","925.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","25100","0","0","0","3100.55","0","906.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","07-May-2020","CE","25200","0","0","0","3015.55","0","888.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22800","0","0","0","2163.85","0","1638.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22900","0","0","0","2101.8","0","1609.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23000","0","0","0","2040.9","0","1581.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23100","0","0","0","1981.1","0","1553.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23200","0","0","0","1922.45","0","1526.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23300","0","0","0","1864.9","0","1499.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23400","0","0","0","1808.55","0","1472.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23500","0","0","0","1753.3","0","1446.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23600","0","0","0","1699.2","0","1420.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23700","0","0","0","1646.25","0","1395.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27700","0","0","0","1481.45","0","665.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27800","0","0","0","1450.65","0","653","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27900","0","0","0","1420.45","0","640.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","28000","0","0","0","1390.7","0","628.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","28100","0","0","0","1361.5","0","616.85","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","28200","0","0","0","1332.85","0","605.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25300","0","0","0","949.9","0","1042.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25400","0","0","0","915.35","0","1023.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25500","0","0","0","881.8","0","1004.85","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25600","0","0","0","849.2","0","986.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25700","0","0","0","817.6","0","968.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25800","0","0","0","786.9","0","950.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25900","0","0","0","757.1","0","933.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26000","0","0","0","728.25","0","915.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26100","0","0","0","700.25","0","899","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26200","0","0","0","673.15","0","882.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26300","0","0","0","646.9","0","866.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26400","0","0","0","622.55","0","850.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26500","0","0","0","598.1","0","834.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26600","0","0","0","574.4","0","818.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26700","0","0","0","551.5","0","803.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26800","0","0","0","529.4","0","788.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","26900","0","0","0","508","0","774","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27000","0","0","0","486.35","0","759.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27100","0","0","0","1677.7","0","745.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27200","0","0","0","1643.55","0","731.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27300","0","0","0","1610.05","0","717.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27400","0","0","0","1577.05","0","704.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27500","0","0","0","1544.65","0","691.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","27600","0","0","0","1512.75","0","678.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14900","0","0","0","3033.35","0","5713.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15000","0","0","0","2970.8","0","5637.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15100","0","0","0","2909.1","0","5561.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15200","0","0","0","2848.35","0","5486.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15300","0","0","0","2788.45","0","5411.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15400","0","0","0","2729.5","0","5337.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15500","0","0","0","2671.4","0","5264.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15600","0","0","0","2614.2","0","5191.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15700","0","0","0","2557.95","0","5119.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15800","0","0","0","2502.55","0","5048.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","15900","0","0","0","2448","0","4977.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16000","0","0","0","2394.4","0","4907.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16100","0","0","0","2341.65","0","4838.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16200","0","0","0","2289.8","0","4769.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16300","0","0","0","2238.8","0","4701.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16400","0","0","0","2188.65","0","4634.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16500","0","0","0","2139.35","0","4567.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16600","0","0","0","2090.95","0","4501.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16700","0","0","0","2043.4","0","4436","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16800","0","0","0","1996.7","0","4371.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","16900","0","0","0","1950.85","0","4307.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17000","0","0","0","1905.8","0","4243.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17100","0","0","0","4139.65","0","4181.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17200","0","0","0","4074.75","0","4119.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17300","0","0","0","4010.5","0","4057.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21300","0","0","0","3224.25","0","2127.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21400","0","0","0","3146.5","0","2091.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21500","0","0","0","3069.75","0","2055.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21600","0","0","0","2993.9","0","2020.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21700","0","0","0","2919.05","0","1985.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21800","0","0","0","2846.05","0","1951.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21900","0","0","0","2773.1","0","1918.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22000","0","0","0","2701.15","0","1885.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22100","0","0","0","2630.3","0","1852.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22200","0","0","0","2560.45","0","1820.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22300","0","0","0","2490.8","0","1789.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22400","0","0","0","2423.2","0","1758","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22500","0","0","0","2356.7","0","1727.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22600","0","0","0","2291.3","0","1697.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","22700","0","0","0","2227.05","0","1667.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","13900","0","0","0","3709.1","0","6510.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14000","0","0","0","3637.65","0","6428.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14100","0","0","0","3567.05","0","6346.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14200","0","0","0","3497.35","0","6265.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14300","0","0","0","3428.5","0","6184.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14400","0","0","0","3360.5","0","6104.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14500","0","0","0","3293.4","0","6025.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14600","0","0","0","3227.2","0","5946.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14700","0","0","0","3161.9","0","5868.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","14800","0","0","0","3096.85","0","5790.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17400","0","0","0","3946.2","0","3996.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17500","0","0","0","3883.45","0","3936.85","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17600","0","0","0","4060.95","0","3877.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17700","0","0","0","3994.75","0","3818.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17800","0","0","0","3929.25","0","3760.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","17900","0","0","0","3864.45","0","3703.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18000","0","0","0","3799.6","0","3646.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18100","0","0","0","3736.35","0","3590.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18200","0","0","0","3673.85","0","3535.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18300","0","0","0","3612","0","3480.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18400","0","0","0","3550.95","0","3426.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18500","0","0","0","3490.6","0","3372.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18600","0","0","0","3431","0","3319.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18700","0","0","0","3372.1","0","3267.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18800","0","0","0","3313.95","0","3216.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","18900","0","0","0","3256.5","0","3165.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19000","0","0","0","3199.8","0","3115.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19100","0","0","0","3143.8","0","3065.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19200","0","0","0","4208.4","0","3016.65","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19300","0","0","0","4142.95","0","2968.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19400","0","0","0","4079.15","0","2920.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19500","0","0","0","4016.05","0","2873.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19600","0","0","0","3953.6","0","2827","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19700","0","0","0","3891.85","0","2781.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19800","0","0","0","3830.75","0","2735.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","19900","0","0","0","3770.35","0","2691.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20000","0","0","0","3710.6","0","2647.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20100","0","0","0","4049.7","0","2603.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20200","0","0","0","3981.9","0","2560.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20300","0","0","0","3914.8","0","2518.6","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20400","0","0","0","3848.4","0","2476.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20500","0","0","0","3781.85","0","2435.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20600","0","0","0","3717","0","2395.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20700","0","0","0","3652.9","0","2355.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20800","0","0","0","3589.5","0","2315.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","20900","0","0","0","3526.85","0","2277.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21000","0","0","0","3462.8","0","2238.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21100","0","0","0","3382.4","0","2201","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","21200","0","0","0","3302.85","0","2163.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23800","0","0","0","1594.45","0","1370.55","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","23900","0","0","0","1543.8","0","1346.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24000","0","0","0","1494.15","0","1322","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24100","0","0","0","1445.7","0","1298.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24200","0","0","0","1398.45","0","1275","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24300","0","0","0","1352.25","0","1252.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24400","0","0","0","1307.2","0","1229.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24500","0","0","0","1263.2","0","1207.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24600","0","0","0","1220.35","0","1185.5","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24700","0","0","0","1178.55","0","1164.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24800","0","0","0","1137.85","0","1142.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","24900","0","0","0","1098.15","0","1122.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25000","0","0","0","1059.55","0","1101.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25100","0","0","0","1022","0","1081.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","14-May-2020","CE","25200","0","0","0","985.45","0","1062.05","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","15800","0","0","0","2625.25","0","5183.85","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","15900","0","0","0","2571.65","0","5115.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16000","0","0","0","2518.85","0","5047.15","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16100","0","0","0","2466.9","0","4979.7","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16200","0","0","0","2415.8","0","4912.9","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16300","0","0","0","2365.5","0","4846.75","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16400","0","0","0","2315.95","0","4781.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16500","0","0","0","2267.25","0","4716.35","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16600","0","0","0","2219.4","0","4652.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16700","0","0","0","2172.3","0","4588.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16800","0","0","0","2126","0","4525.45","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","16900","0","0","0","2080.55","0","4463.1","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17000","0","0","0","2035.8","0","4401.4","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17100","0","0","0","4267.35","0","4340.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17200","0","0","0","4203.85","0","4279.85","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17300","0","0","0","4140.25","0","4220","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17400","0","0","0","4078.15","0","4160.8","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17500","0","0","0","4016.75","0","4102.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17600","0","0","0","3956","0","4044.3","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17700","0","0","0","3895.9","0","3986.95","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17800","0","0","0","3836.5","0","3930.25","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","17900","0","0","0","3777.75","0","3874.2","0","0","0","0","0","19969"
"BANKNIFTY","27-Mar-2020","21-May-2020","CE","18000","0","0","0","3719.65","0","3818.75","0","0","0","0","0","19969"
